% Lao word list with break points
% !! = armageddon (7500)
% ! = nuclear (5000)
% ~ = emergency (1000)
% ~~ = discouraged (100)
% ~~~ = neutral (0)
% ~~~~ = encouraged (-200)
% ~~~~~ = excellent (-400)
% ~~~~~~ = superb (-1000)
% ~S~ = \hspace{0.4em plus 0.2em minus 0.1em}\allowbreak

ກກ| ກກ %
ຜູ້ຍິງ| ຜູ້~~ຍິງ %
ຜູ້ດຽວ| ຜູ້~~ດຽວ %
ຜູ້ຕິດຕາມ| ຜູ້~~ຕິດ~ຕາມ %
ຜູ້ທຳນວາຍ| ຜູ້~~ທຳ!ນວາຍ %
ຜູ້ນຳ| ຜູ້~ນຳ %
ຜູ້ບັນຊາ| ຜູ້~ບັນຊາ %
ຜູ້ບັນຊາການ| ຜູ້~~ບັນຊາ­ການ % soft-hyphen
ຜູ້ປະພັນ| ຜູ້~ປະພັນ %
ຜູ້ປົກຄອງ| ຜູ້~ປົກ~ຄອງ %
ຜູ້ສັດຊື່| ຜູ້~~~ສັດ~ຊື່ %
ຜູ້ອາວຸໂສ| ຜູ້~~ອາວຸໂສ %
ຜູ້ຮັບໃຊ້| ຜູ້~ຮັບ!ໃຊ້ %
ຜູ້ເຂົ້າຮ່ວມ| ຜູ້~~~ເຂົ້າ~~ຮ່ວມ %
ຜູ້ເຄາະຮ້າຍ| ຜູ້~~~ເຄາະ~~ຮ້າຍ %
ຜູ້ເຜີຍພຣະທຳ| ຜູ້­ເຜີຍ­ພຣະ­ທຳ % soft-hyphen
ຜູ້ເຜີຍພຣະທຳເທັດ| ຜູ້­ເຜີຍ­ພຣະ­ທຳ­ເທັດ % soft-hyphen
ຜູ້ແກ້ຕ່າງ| ຜູ້~~ແກ້~ຕ່າງ %
ຜູ້ແທນ| ຜູ້~ແທນ %
ຜູ້ໃດ| ຜູ້~~ໃດ %
ຜົງ| ຜົງ %
ຜົງທຸລີ| ຜົງ~~ທຸລີ %
ຜົນ| ຜົນ %
ຜົນບຸນ| ຜົນ~ບຸນ %
ຜົນປະໂຫຍດ| ຜົນ~ປະໂຫຍດ %
ຜົນລະປູກ| ຜົນລະປູກ %
ຜົມ| ຜົມ %
ຜົວ| ຜົວ %
ຜົວເມຍ| ຜົວ~ເມຍ %
ຜ່ອນ| ຜ່ອນ %
ຜ່າ| ຜ່າ %
ຜ່ານ| ຜ່ານ %
ຜ່ານຜ່າ| ຜ່ານ~~ຜ່າ %
ຜ້າ| ຜ້າ %
ຜ້າກັ້ງ| ຜ້າກັ້ງ %
ຜ້າປ່ານ| ຜ້າ~~ປ່ານ %
ຜ້າເຕັນ| ຜ້າ~ເຕັນ %
ຝຣັ່ງ| ຝຣັ່ງ %
ຝັກ| ຝັກ %
ຝັງ| ຝັງ %
ຝັນ| ຝັນ %
ຝັ່ງ| ຝັ່ງ %
ຝາ| ຝາ %
ຝາກ| ຝາກ %
ຝາຜະໜັງ| ຝາ~~ຜະໜັງ %
ຝີ| ຝີ %
ຝີປາກ| ຝີ~~ປາກ %
ຝີມື| ຝີ~~ມື %
ຝີໄມ້ລາຍມື| ຝີ~ໄມ້~~ລາຍ~ມື %
ຝຶກ| ຝຶກ %
ຝຶກຝົນ| ຝຶກ~~ຝົນ %
ຝຶກອົບຮົມ| ຝຶກ~~ອົບ~ຮົມ %
ຝຸ່ນ| ຝຸ່ນ %
ຝູງ| ຝູງ %
ຝົນ| ຝົນ %
ຝ່າ| ຝ່າ %
ຝ່າຍ| ຝ່າຍ %
ຝ່າຜ່າ| ຝ່າຜ່າ %
ຝ່າຝືນ| ຝ່າ~~ຝືນ %
ພຣະ| ພຣະ %
ພຣະກາຍ| ພຣະ­ກາຍ % soft-hyphen
ພຣະຄຣິສ| ພຣະ­ຄຣິສ % soft-hyphen
ພຣະຄຣິສຕະທຳ| ພຣະ­ຄຣິສຕະທຳ % soft-hyphen
ພຣະຄຳ| ພຣະຄຳ %
ພຣະຄຳພີ| ພຣະ­ຄຳພີ % soft-hyphen
ພຣະຄຸນ| ພຣະຄຸນ %
ພຣະຊົນ| ພຣະຊົນ %
ພຣະຊົນຊີບ| ພຣະ­ຊົນຊີບ %
ພຣະທຳ| ພຣະທຳ %
ພຣະທີ່ນັ່ງ| ພຣະ­ທີ່ນັ່ງ % soft-hyphen
ພຣະທີ່ນັ່ງກະລຸນາ| ພຣະ­ທີ່ນັ່ງ~~ກະລຸນາ % soft-hyphen
ພຣະນາມ| ພຣະ­ນາມ % soft-hyphen
ພຣະນິມິດ| ພຣະນິມິດ %
ພຣະບັນຍັດ| ພຣະ­ບັນຍັດ % soft-hyphen
ພຣະບັນຍັດສອງ| ພຣະ­ບັນຍັດສອງ % soft-hyphen
ພຣະບາດ| ພຣະ­ບາດ % soft-hyphen
ພຣະບຸດ| ພຣະ­ບຸດ % soft-hyphen
ພຣະປະສົງ| ພຣະ­ປະສົງ % soft-hyphen
ພຣະຜູ້ຊ່ວຍ| ພຣະ­ຜູ້ຊ່ວຍ % soft-hyphen
ພຣະຜູ້ຊ່ວຍໃຫ້ລອດ| ພຣະ­ຜູ້ຊ່ວຍ­ໃຫ້!ລອດ % soft-hyphen
ພຣະຜູ້ສ້າງ| ພຣະ­ຜູ້~ສ້າງ % soft-hyphen
ພຣະຜູ້ເປັນເຈົ້າ| ພຣະ­ຜູ້­ເປັນ­ເຈົ້າ % soft-hyphen
ພຣະຜູ້ໂຜດໃຫ້ພົ້ນ| ພຣະ­ຜູ້­ໂຜດ­ໃຫ້­ພົ້ນ % soft-hyphen
ພຣະຜູ້ໄຖ່| ພຣະ­ຜູ້!ໄຖ່ % soft-hyphen
ພຣະພອນ| ພຣະ­ພອນ % soft-hyphen
ພຣະພັກ| ພຣະ­ພັກ % soft-hyphen
ພຣະພິໂຣດ| ພຣະ­ພິໂຣດ % soft-hyphen
ພຣະຣາຊກິດ| ພຣະ­ຣາຊ­ກິດ % soft-hyphen
ພຣະຣາຊທານ| ພຣະ­ຣາຊ­ທານ %  soft-hyphen
ພຣະຣາຊບັນຍັດ| ພຣະ­ຣາຊ­ບັນຍັດ %   soft-hyphen
ພຣະຣາຊວັງ| ພຣະ­ຣາຊ­ວັງ %  soft-hyphen
ພຣະຣາຊາ| ພຣະ­ຣາຊາ % soft-hyphen
ພຣະລັກສະນະ| ພຣະ­ລັກສະນະ %  soft-hyphen
ພຣະວິນຍານ| ພຣະ­ວິນຍານ % soft-hyphen
ພຣະວິຫານ| ພຣະ­ວິຫານ % soft-hyphen
ພຣະສັນຍາ| ພຣະ­ສັນຍາ % soft-hyphen
ພຣະສຸຣະສຽງ| ພຣະ­ສຸຣະ­ສຽງ % soft-hyphen
ພຣະສຽນ| ພຣະ­ສຽນ %  soft-hyphen
ພຣະຫັດ| ພຣະ­ຫັດ % soft-hyphen
ພຣະອາຈານ| ພຣະ­ອາຈານ % soft-hyphen
ພຣະອົງ| ພຣະ­ອົງ % soft-hyphen
ພຣະເຈົ້າ| ພຣະ­ເຈົ້າ % soft-hyphen
ພຣະເນດ| ພຣະ­ເນດ %  soft-hyphen
ພຣະເມຊີອາ| ພຣະ­ເມຊີອາ % name soft-hyphen
ພຣະເມດຕາ| ພຣະ­ເມດຕາ % soft-hyphen
ພຣະເມສານ້ອຍ| ພຣະ­ເມສາ­ນ້ອຍ %  soft-hyphen
ພຣະເຢຊູ| ພຣະ­ເຢຊູ % name soft-hyphen
ພຣະເຢຊູຄຣິສ| ພຣະ­ເຢຊູ­ຄຣິສ % name  soft-hyphen
ພຣະເຢຊູເຈົ້າ| ພຣະ­ເຢຊູ­ເຈົ້າ %  soft-hyphen
ພຣະເຢໂຮວາ| ພຣະ­ເຢໂຮວາ % name soft-hyphen
ພຣະໂລຫິດ| ພຣະ­ໂລຫິດ % soft-hyphen
ພຣະໂອດ| ພຣະ­ໂອດ % soft-hyphen
ພຣະໄທ| ພຣະ­ໄທ % soft-hyphen
ພວກ| ພວກ %
ພວກຕົນ| ພວກ~~ຕົນ %
ພວກເຂົາ| ພວກ~~ເຂົາ %
ພວກເຈົ້າ| ພວກ~~ເຈົ້າ %
ພວກເຮົາ| ພວກ~~ເຮົາ %
ພວງມາໄລ| ພວງມາໄລ %
ພວມ| ພວມ %
ພອນ| ພອນ %
ພອນສະຫວັນ| ພອນສະຫວັນ %
ພະຈິກ| ພະຈິກ %
ພະຈົນໄພ| ພະຈົນ~~ໄພ %
ພະຍາກອນ| ພະຍາ­ກອນ % soft-hyphen
ພະຍາຍາມ| ພະຍາ­ຍາມ % soft-hyphen
ພະຍາດ| ພະຍາດ %
ພະຍາດໂຣຄາ| ພະຍາດ~~ໂຣຄາ %
ພະຍານ| ພະຍານ %
ພະຍານາກ| ພະຍານາກ %
ພະຍານເທັດ| ພະຍານ~ເທັດ %
ພະຍາມານ| ພະຍາມານ %
ພະຍຸ| ພະ!ຍຸ %
ພະນັກງານ| ພະນັກງານ %
ພະນັນ| ພະນັນ %
ພະລະການ| ພະລະການ %
ພະລັງ| ພະລັງ %
ພະລັງຣິດເດດ| ພະລັງ~~ຣິດ­ເດດ % soft-hyphen
ພະເນຈອນ| ພະເນຈອນ %
ພະແນກ| ພະແນກ %
ພັກ| ພັກ %
ພັກຜ່ອນ| ພັກ!ຜ່ອນ %
ພັກພວກ| ພັກ~ພວກ %
ພັກພິງ| ພັກ~ພິງ %
ພັກອາໄສ| ພັກ~~ອາໄສ %
ພັກແຮມ| ພັກ~~ແຮມ %
ພັງ| ພັງ %
ພັງເພ| ພັງ~ເພ %
ພັດ| ພັດ %
ພັດຖະຫຼົ່ມ| ພັດ!ຖະຫຼົ່ມ %
ພັດທະນາ| ພັດທະນາ %
ພັດພາ| ພັດ~ພາ %
ພັດພາກ| ພັດ!ພາກ %
ພັນ| ພັນ %
ພັນທະ| ພັນທະ %
ພັນທະກິດ| ພັນທະກິດ %
ພັນທະນາການ| ພັນທະ­ນາການ % soft-hyphen
ພັນທະມິດ| ພັນທະມິດ %
ພັນທະສັນຍາ| ພັນທະ­ສັນຍາ % soft-hyphen
ພັນລະຍາ| ພັນລະຍາ %
ພັບ| ພັບ %
ພາ| ພາ %
ພາກ| ພາກ %
ພາກພູມ| ພາກ~ພູມ %
ພາກພຽນ| ພາກ~ພຽນ %
ພາກັນ| ພາ~~ກັນ %
ພາງ| ພາງ %
ພາຍ| ພາຍ %
ພາຍນອກ| ພາຍ~~ນອກ %
ພາຍໃຕ້| ພາຍ~~ໃຕ້ %
ພາຍໃນ| ພາຍ~~ໃນ %
ພາດ| ພາດ %
ພານຟີ| ພານຟີ % name
ພານິດ| ພານິດ %
ພາບ| ພາບ %
ພາບພົດ| ພາບ~~ພົດ %
ພາລະ| ພາລະ %
ພາລະກິດ| ພາລະກິດ %
ພາວະ| ພາວະ %
ພາວະນາ| ພາວະນາ %
ພາສາ| ພາສາ %
ພາສີ| ພາສີ %
ພຳນັກ| ພຳນັກ %
ພິກັດ| ພິກັດ %
ພິການ| ພິການ %
ພິກແພງ| ພິກ~~ແພງ %
ພິຈາລະນາ| ພິຈາລະນາ %
ພິຊິດ| ພິຊິດ %
ພິດ| ພິດ %
ພິດສົງ| ພິດສົງ %
ພິທັກ| ພິທັກ %
ພິທັກຮັກສາ| ພິທັກ~~~ຮັກສາ %
ພິທີ| ພິທີ %
ພິທີກຳ| ພິທີກຳ %
ພິນ| ພິນ %
ພິນາດ| ພິ!ນາດ %
ພິພາກສາ| ພິພາກສາ %
ພິພິທະພັນ| ພິພິທະພັນ %
ພິພົບ| ພິພົບ %
ພິມ| ພິມ %
ພິລະອາດຫານ| ພິລະ­ອາດ!ຫານ %  soft-hyphen
ພິສູດ| ພິສູດ %
ພິເສດ| ພິເສດ %
ພີດມົງ| ພີດມົງ % name
ພີມັດ| ພີມັດ % name
ພີ່| ພີ່ %
ພີ່ນ້ອງ| ພີ່~~ນ້ອງ %
ພີ້| ພີ້ %
ພຶດຕິກຳ| ພຶດຕິກຳ %
ພຶດສະພາ| ພຶດສະພາ %
ພຶບພັບ| ພຶບພັບ %
ພຶມພຳ| ພຶມພຳ %
ພືດ| ພືດ %
ພືດພັນ| ພືດ~ພັນ %
ພື້ນ| ພື້ນ %
ພື້ນຖານ| ພື້ນ~ຖານ %
ພຸດ| ພຸດ %
ພຸ່ງ| ພຸ່ງ %
ພຸ້ງ| ພຸ້ງ %
ພຸ້ນ| ພຸ້ນ %
ພູ| ພູ %
ພູຜາ| ພູ!ຜາ %
ພູມ| ພູມ %
ພູເຂົາ| ພູ~ເຂົາ %
ພູ່ງ| ພູ່ງ %
ພົກພາ| ພົກ~ພາ %
ພົງພັນ| ພົງ~ພັນ %
ພົນລະເມືອງ| ພົນລະ­ເມືອງ % soft-hyphen
ພົນລະເຮືອນ| ພົນລະ­ເຮືອນ % soft-hyphen
ພົບ| ພົບ %
ພົບພູມ| ພົບ~ພູມ %
ພົບພໍ້| ພົບ~ພໍ້ %
ພົມມະຈັນ| ພົມມະຈັນ %
ພົມມະຈາລີ| ພົມມະຈາລີ %
ພົມແດນ| ພົມ~~ແດນ %
ພົວພັນ| ພົວພັນ %
ພົວພົນ| ພົວ~ພົນ %
ພົ່ນພິດ| ພົ່ນ~ພິດ %
ພົ້ນ| ພົ້ນ %
ພຽງ| ພຽງ %
ພຽງພໍ| ພຽງ~ພໍ %
ພຽນ| ພຽນ %
ພຽນພະຍາຍາມ| ພຽນ~~ພະຍາຍາມ %
ພ່າຍ| ພ່າຍ %
ພ່າຍແພ້| ພ່າຍ~ແພ້ %
ພ່າມົວ| ພ່າ~ມົວ %
ພ້ອມ| ພ້ອມ %
ພ້ຽນ| ພ້ຽນ %
ພໍ| ພໍ %
ພໍສົມຄວນ| ພໍ~~ສົມຄວນ %
ພໍໃຈ| ພໍ~~ໃຈ %
ພໍ່| ພໍ່ %
ພໍ່ຄ້າ| ພໍ່~~ຄ້າ %
ພໍ່ແມ່| ພໍ່~~ແມ່ %
ພໍ້| ພໍ້ %
ຟອງ| ຟອງ %
ຟັງ| ຟັງ %
ຟັນ| ຟັນ %
ຟາກ| ຟາກ %
ຟາງ| ຟາງ %
ຟາງມົວ| ຟາງ~~ມົວ %
ຟາດ| ຟາດ %
ຟາດຟັນ| ຟາດ~~ຟັນ %
ຟາຣີຊາຍ| ຟາ!ຣີ!ຊາຍ %
ຟາໂຣ| ຟາໂຣ %
ຟີລິບປອຍ| ຟີລິບປອຍ % name
ຟີເລໂມນ| ຟີເລໂມນ % name
ຟືນ| ຟືນ %
ຟື້ນ| ຟື້ນ %
ຟື້ນຟູ| ຟື້ນ~ຟູ %
ຟຸດ| ຟຸດ %
ຟຸບ| ຟຸບ %
ຟຸມເຟືອຍ| ຟຸມເຟືອຍ %
ຟູ| ຟູ %
ຟູ່ຟ່າ| ຟູ່ຟ່າ %
ຟູ່ຟ້າ| ຟູ່ຟ້າ %
ຟົກຊ້ຳ| ຟົກ~~ຊ້ຳ %
ຟົດ| ຟົດ %
ຟົດຟື້ນ| ຟົດ~ຟື້ນ %
ຟົ້ງ| ຟົ້ງ %
ຟ່ອນເຂົ້າ| ຟ່ອນ~~~ເຂົ້າ %
ຟ້ອງ| ຟ້ອງ %
ຟ້ອນ| ຟ້ອນ %
ຟ້າ| ຟ້າ %
ຟ້າວ| ຟ້າວ %
ຟ້າວຟັ່ງ| ຟ້າວ!ຟັ່ງ %
ຟ້າສະຫວັນ| ຟ້າ~ສະຫວັນ %
ມວຍ| ມວຍ %
ມວນ| ມວນ %
ມວນມະນຸດ| ມວນ~ມະນຸດ %
ມວນມະນຸດສະໂລກ| ມວນ~~ມະນຸດສະ­ໂລກ % soft-hyphen
ມອງ| ມອງ %
ມອງຂ້າມ| ມອງ~~ຂ້າມ %
ມອງເຫັນ| ມອງ~ເຫັນ %
ມອດ| ມອດ %
ມອດໄຟ| ມອດ~ໄຟ %
ມອບ| ມອບ %
ມອບໝາຍ| ມອບ~ໝາຍ %
ມະຕິ| ມະ!ຕິ %
ມະນີໂຊດ| ມະນີໂຊດ %
ມະນຸດ| ມະນຸດ %
ມະນຸດສະທຳ| ມະນຸດສະທຳ %
ມະນຸດສະໂລກ| ມະນຸດສະ­ໂລກ % soft-hyphen
ມະຫັດສະຈັນ| ມະຫັດ­ສະຈັນ % soft-hyphen
ມະຫັນ| ມະຫັນ %
ມະຫາ| ມະຫາ %
ມະຫາປະໂຣຫິດ| ມະຫາ­ປະໂຣຫິດ % soft-hyphen
ມະຫາຣາດ| ມະຫາຣາດ %
ມະຫາວິທະຍາໄລ| ມະຫາ­ວິທະ­ຍາໄລ % soft-hyphen
ມະຫາສະໜິດ| ມະຫາ­ສະໜິດ % soft-hyphen
ມະຫາສະໝຸດ| ມະຫາ­ສະໝຸດ % soft-hyphen
ມະຫາສານ| ມະຫາ­ສານ % soft-hyphen
ມະຫາອຳນາດ| ມະຫາ­ອຳນາດ % soft-hyphen
ມະຫິດທິຣິດ| ມະຫິດ­ທິຣິດ %  soft-hyphen
ມະຫຶມາ| ມະຫຶມາ %
ມະເຮັງ| ມະເຮັງ %
ມະໂນ| ມະໂນ %
ມັກ| ມັກ %
ມັງກອນ| ມັງກອນ %
ມັດ| ມັດ %
ມັດຈຳ| ມັດຈຳ %
ມັດທາຍ| ມັດທາຍ % name
ມັນ| ມັນ %
ມາ| ມາ %
ມາກ| ມາກ %
ມາກມາຍ| ມາກ!ມາຍ %
ມາຍາກົນ| ມາຍາກົນ %
ມາດ| ມາດ %
ມາດການ| ມາດການ %
ມາດຕະການ| ມາດ­ຕະ­ການ % soft-hyphen
ມາດຕະຖານ| ມາດ­ຕະ­ຖານ % soft-hyphen
ມາດຕາ| ມາດຕາ %
ມາຕິນ| ມາຕິນ % name
ມານ| ມານ %
ມານດາ| ມານດາ %
ມານຮ້າຍ| ມານ~ຮ້າຍ %
ມານະອົດທົນ| ມານະ~ອົດທົນ %
ມາຣະໂກ| ມາຣະໂກ % name
ມາຣີ| ມາຣີ % name
ມາລາກີ| ມາລາກີ % name
ມິດ| ມິດ %
ມິດຕະພາບ| ມິດຕະພາບ %
ມິນມານ| ມິນມານ % name
ມີ| ມີ %
ມີກາ| ມີ!ກາ % name
ມີການ| ມີ~~~ການ %
ມີຄາເອນ| ມີຄາເອນ % Michael
ມີຄ່າ| ມີ~~ຄ່າ %
ມີດ| ມີດ %
ມີໄຊ| ມີໄຊ %
ມຶງ| ມຶງ %
ມຶດມົວ| ມຶດ~ມົວ %
ມຶນງົງ| ມຶນ~ງົງ %
ມຶນຊາ| ມຶນ~ຊາ %
ມຶນທຶບ| ມຶນ~ທຶບ %
ມຶນເມົາ| ມຶນ~~ເມົາ %
ມື| ມື %
ມືດ| ມືດ %
ມືດດຳ| ມືດ~~ດຳ %
ມືດຕຶບ| ມືດ~ຕຶບ %
ມືດທຶບ| ມືດ~ທຶບ %
ມືດບອດ| ມືດ~ບອດ %
ມືດມິດ| ມືດ~ມິດ %
ມືດມົນ| ມືດ~ມົນ %
ມືດມົວ| ມືດ~ມົວ %
ມືຖືສາກ| ມື~~ຖື~ສາກ %
ມື່ນ| ມື່ນ %
ມື້| ມື້ %
ມຸງຄຸນ| ມຸງຄຸນ %
ມຸດສະລິມ| ມຸດສະລິມ % Moslem
ມຸມ| ມຸມ %
ມຸມມອງ| ມຸມມອງ %
ມຸ່ງ| ມຸ່ງ %
ມຸ່ງມາດ| ມຸ່ງ~ມາດ %
ມຸ່ງຫວັງ| ມຸ່ງ~ຫວັງ %
ມຸ່ງຮ້າຍ| ມຸ່ງ~ຮ້າຍ %
ມຸ່ງເອົາ| ມຸ່ງ~ເອົາ %
ມຸ່ງໃຫ້| ມຸ່ງ~ໃຫ້ %
ມຸ່ງໄປ| ມຸ່ງ~ໄປ %
ມຸ່ງໜ້າ| ມຸ່ງ~ໜ້າ %
ມຸ່ງໝັ້ນ| ມຸ່ງ~ໝັ້ນ %
ມຸ່ງໝາຍ| ມຸ່ງ~ໝາຍ %
ມຸ້ງ| ມຸ້ງ %
ມຸ້ງຫວັງ| ມຸ້ງ~ຫວັງ %
ມູນ| ມູນ %
ມົງກຸດ| ມົງກຸດ %
ມົດແມງ| ມົດ~ແມງ %
ມົນທິນ| ມົນທິນ %
ມົນທົນ| ມົນທົນ %
ມົນສະກົດ| ມົນ!ສະກົດ %
ມົວ| ມົວ %
ມົວວົນ| ມົວ~ວົນ %
ມົວເມົາ| ມົວ!ເມົາ %
ມົວໝອງ| ມົວ~ໝອງ %
ມົ້ວສຸມ| ມົ້ວ~ສຸມ %
ມ່ວງ| ມ່ວງ %
ມ່ວນ| ມ່ວນ %
ມ່ານ| ມ່ານ %
ມ້ວນ| ມ້ວນ %
ມ້າ| ມ້າ %
ມ້າງ| ມ້າງ %
ມ້ຽນ| ມ້ຽນ %
ມໍຣະນະ| ມໍຣະນະ %
ມໍຣະນາ| ມໍຣະນາ %
ມໍລະດົກ| ມໍລະດົກ %
ຢອກ| ຢອກ %
ຢອງ| ຢອງ %
ຢັບຢັ້ງ| ຢັບ!ຢັ້ງ %
ຢັບເຢີນ| ຢັບ!ເຢີນ %
ຢັ່ງ| ຢັ່ງ %
ຢັ່ງຮູ້| ຢັ່ງ~ຮູ້ %
ຢັ້ງຢືນ| ຢັ້ງ!ຢືນ %
ຢາ| ຢາ %
ຢາກ| ຢາກ %
ຢາງອາຍ| ຢາງ!ອາຍ %
ຢາດ| ຢາດ %
ຢາດເຫື່ອ| ຢາດ~~ເຫື່ອ %
ຢາມ| ຢາມ %
ຢາເວ| ຢາເວ %
ຢາໂກບິນ| ຢາໂກບິນ % name
ຢາໂກໂບ| ຢາໂກໂບ %
ຢາໂຄບ| ຢາໂຄບ %
ຢຳເກງ| ຢຳເກງ %
ຢິວ| ຢິວ %
ຢຶດ| ຢຶດ %
ຢຶດຖື| ຢຶດຖື %
ຢຶດໝັ້ນ| ຢຶດ~ໝັ້ນ %
ຢືນ| ຢືນ %
ຢືນຍົງ| ຢືນ!ຍົງ %
ຢືນຢັດ| ຢືນ!ຢັດ %
ຢືນຢັນ| ຢືນ!ຢັນ %
ຢືມ| ຢືມ %
ຢື້| ຢື້ %
ຢຸດ| ຢຸດ %
ຢຸດພັກ| ຢຸດ~~ພັກ %
ຢຸດຢັ້ງ| ຢຸດ~ຢັ້ງ %
ຢູດາ| ຢູດາ % name
ຢູດາຍ| ຢູດາຍ % name
ຢູ່| ຢູ່ %
ຢົດ| ຢົດ %
ຢຽດ| ຢຽດ %
ຢຽດຢາມ| ຢຽດ~ຢາມ %
ຢຽບ| ຢຽບ %
ຢຽບຢ້ຳ| ຢຽບ­ຢ້ຳ %
ຢ່ອນ| ຢ່ອນ %
ຢ່າ| ຢ່າ %
ຢ່າງ| ຢ່າງ %
ຢ່າງຕໍ່ເນື່ອງ| ຢ່າງ~~~~ຕໍ່~ເນື່ອງ %
ຢ່າງໃດ| ຢ່າງ~ໃດ %
ຢ້ານ| ຢ້ານ %
ຢ້ານກົວ| ຢ້ານ~~ກົວ %
ຢ້ານຢຳ| ຢ້ານ~ຢຳ %
ຢ້ຳ| ຢ້ຳ %
ຢ້ຽມຢາມ| ຢ້ຽມ~ຢາມ %
ຣັດສະໝີ| ຣັດສະໝີ %
ຣັດເຊຍ| ຣັດເຊຍ % Russia
ຣັບບີ| ຣັບບີ %
ຣາຊການ| ຣາຊການ %
ຣາຊກິດ| ຣາຊກິດ %
ຣາຊທູດ| ຣາຊທູດ %
ຣາຊບັນຍັດ| ຣາຊບັນຍັດ %
ຣາຊບັນລັງ| ຣາຊບັນ!ລັງ %
ຣາຊວັງ| ຣາຊວັງ %
ຣາຊສະໄໝ| ຣາຊສະໄໝ %
ຣາຊສຳນັກ| ຣາຊສຳນັກ %
ຣາຊສົມບັດ| ຣາຊສົມບັດ %
ຣາຊອານາຈັກ| ຣາຊ­ອານາ­ຈັກ %  soft-hyphen
ຣາຊອຳນາດ| ຣາຊອຳນາດ %
